time (min),induction layer,Strain 6059,Strain 6325,Strain 6326,Strain 6327
1706.25,3757.71806426,2767.22128924,8192.79457062,5519.82346646,6895.59493646
1706.5,3757.71872934,2767.21164477,8192.87238168,5519.6525912,6895.94529365
1706.75,3757.71939352,2767.20201195,8192.9501175,5519.48186787,6896.2954187
1707.0,3757.72005681,2767.19239076,8193.02777828,5519.31129633,6896.64531171
1707.25,3757.72071921,2767.18278118,8193.10536423,5519.14087648,6896.99497281
1707.5,3757.72138072,2767.1731832,8193.18287559,5518.9706082,6897.34440212
1707.75,3757.72204135,2767.16359681,8193.26031257,5518.80049135,6897.69359976
1708.0,3757.72270109,2767.15402198,8193.33767539,5518.63052583,6898.04256583
1708.25,3757.72335995,2767.14445871,8193.41496429,5518.46071152,6898.39130046
1708.5,3757.72401792,2767.13490699,8193.4921795,5518.2910483,6898.73980377
1708.75,3757.72467501,2767.12536679,8193.56932125,5518.12153604,6899.08807588
1709.0,3757.72533122,2767.1158381,8193.6463887,5517.95217464,6899.43611689
1709.25,3757.72598654,2767.10632091,8193.72337969,5517.78296396,6899.78392693
1709.5,3757.72664099,2767.09681519,8193.80029419,5517.6139039,6900.13150612
1709.75,3757.72729456,2767.08732095,8193.87713226,5517.44499434,6900.47885458
1710.0,3757.72794725,2767.07783816,8193.95389395,5517.27623515,6900.82597241
1710.25,3757.72859907,2767.0683668,8194.0305793,5517.10762622,6901.17285975
1710.5,3757.72925001,2767.05890687,8194.10718838,5516.93916744,6901.5195167
1710.75,3757.72990007,2767.04945835,8194.18372122,5516.77085868,6901.86594339
1711.0,3757.73054926,2767.04002122,8194.26017787,5516.60269983,6902.21213993
1711.25,3757.73119758,2767.03059547,8194.33655837,5516.43469076,6902.55810644
1711.5,3757.73184503,2767.02118109,8194.41286277,5516.26683138,6902.90384304
1711.75,3757.73249161,2767.01177805,8194.48909111,5516.09912155,6903.24934985
1712.0,3757.73313731,2767.00238635,8194.56524341,5515.93156116,6903.59462698
1712.25,3757.73378215,2766.99300597,8194.64131973,5515.76415009,6903.93967455
1712.5,3757.73442613,2766.9836369,8194.71732009,5515.59688824,6904.28449268
1712.75,3757.73506923,2766.97427912,8194.79324453,5515.42977547,6904.6290815
1713.0,3757.73571147,2766.96493261,8194.86909308,5515.26281168,6904.9734411
1713.25,3757.73635285,2766.95559737,8194.94486577,5515.09599675,6905.31757162
1713.5,3757.73699337,2766.94627337,8195.02056262,5514.92933056,6905.66147318
1713.75,3757.73763302,2766.93696061,8195.09618366,5514.762813,6906.00514588
1714.0,3757.73827181,2766.92765907,8195.17172892,5514.59644396,6906.34858985
1714.25,3757.73890974,2766.91836873,8195.24719841,5514.43022331,6906.69180521
1714.5,3757.73954681,2766.90908958,8195.32259216,5514.26415095,6907.03479207
1714.75,3757.74018302,2766.8998216,8195.39791018,5514.09822675,6907.37755055
1715.0,3757.74081838,2766.89056479,8195.47315248,5513.93245061,6907.72008077
1715.25,3757.74145288,2766.88131912,8195.54831909,5513.7668224,6908.06238286
1715.5,3757.74208652,2766.87208458,8195.62341001,5513.60134202,6908.40445692
1715.75,3757.74271932,2766.86286116,8195.69842525,5513.43600935,6908.74630307
1716.0,3757.74335125,2766.85364885,8195.77336483,5513.27082428,6909.08792144
1716.25,3757.74398234,2766.84444762,8195.84822873,5513.10578668,6909.42931214
1716.5,3757.74461258,2766.83525747,8195.92301697,5512.94089646,6909.77047529
1716.75,3757.74524196,2766.82607838,8195.99772955,5512.77615349,6910.111411
1717.0,3757.7458705,2766.81691033,8196.07236647,5512.61155766,6910.45211941
1717.25,3757.74649819,2766.80775331,8196.14692772,5512.44710886,6910.79260062
1717.5,3757.74712503,2766.79860731,8196.2214133,5512.28280697,6911.13285475
1717.75,3757.74775102,2766.78947231,8196.2958232,5512.11865188,6911.47288192
1718.0,3757.74837617,2766.7803483,8196.3701574,5511.95464349,6911.81268226
1718.25,3757.74900048,2766.77123526,8196.44441591,5511.79078166,6912.15225587
1718.5,3757.74962395,2766.76213318,8196.51859869,5511.6270663,6912.49160288
1718.75,3757.75024657,2766.75304205,8196.59270574,5511.4634973,6912.83072341
1719.0,3757.75086835,2766.74396185,8196.66673703,5511.30007453,6913.16961757
1719.25,3757.75148929,2766.73489256,8196.74069254,5511.13679788,6913.50828548
1719.5,3757.75210939,2766.72583418,8196.81457225,5510.97366725,6913.84672726
1719.75,3757.75272866,2766.71678668,8196.88837614,5510.81068253,6914.18494303
1720.0,3757.75334709,2766.70775006,8196.96210416,5510.64784359,6914.52293291
1720.25,3757.75396468,2766.69872429,8197.0357563,5510.48515033,6914.86069702
1720.5,3757.75458144,2766.68970937,8197.10933251,5510.32260265,6915.19823548
1720.75,3757.75519736,2766.68070528,8197.18283276,5510.16020041,6915.53554839
1721.0,3757.75581245,2766.67171201,8197.25625701,5509.99794353,6915.87263589
1721.25,3757.75642671,2766.66272954,8197.32960522,5509.83583188,6916.2094981
1721.5,3757.75704014,2766.65375786,8197.40287734,5509.67386535,6916.54613512
1721.75,3757.75765274,2766.64479695,8197.47607333,5509.51204384,6916.88254708
1722.0,3757.75826451,2766.63584681,8197.54919314,5509.35036723,6917.2187341
1722.25,3757.75887545,2766.6269074,8197.62223671,5509.18883542,6917.5546963
1722.5,3757.75948557,2766.61797873,8197.695204,5509.02744829,6917.89043379
1722.75,3757.76009486,2766.60906078,8197.76809494,5508.86620573,6918.2259467
1723.0,3757.76070332,2766.60015353,8197.84090947,5508.70510763,6918.56123514
1723.25,3757.76131096,2766.59125697,8197.91364753,5508.54415389,6918.89629923
1723.5,3757.76191778,2766.58237108,8197.98630906,5508.38334439,6919.23113909
1723.75,3757.76252378,2766.57349585,8198.05889398,5508.22267903,6919.56575485
1724.0,3757.76312895,2766.56463127,8198.13140223,5508.0621577,6919.90014661
1724.25,3757.76373331,2766.55577733,8198.20383373,5507.90178028,6920.2343145
1724.5,3757.76433684,2766.546934,8198.27618841,5507.74154667,6920.56825864
1724.75,3757.76493956,2766.53810127,8198.34846618,5507.58145676,6920.90197914
1725.0,3757.76554147,2766.52927914,8198.42066697,5507.42151044,6921.235476
1725.25,3757.76614255,2766.52046758,8198.49279068,5507.2617076,6921.56874905
1725.5,3757.76674282,2766.51166659,8198.56483723,5507.10204813,6921.90179837
1725.75,3757.76734228,2766.50287614,8198.63680653,5506.94253194,6922.23462409
1726.0,3757.76794093,2766.49409623,8198.70869848,5506.7831589,6922.56722632
1726.25,3757.76853876,2766.48532684,8198.7805143,5506.62392891,6922.89960517
1726.5,3757.76913578,2766.47656795,8198.8522562,5506.46484187,6923.23176074
1726.75,3757.76973199,2766.46781956,8198.92392433,5506.30589766,6923.56369316
1727.0,3757.7703274,2766.45908164,8198.99551877,5506.14709618,6923.89540253
1727.25,3757.77092199,2766.45035419,8199.06703962,5505.98843732,6924.22688897
1727.5,3757.77151578,2766.44163719,8199.13848698,5505.82992097,6924.55815259
1727.75,3757.77210876,2766.43293063,8199.20986093,5505.67154703,6924.88919349
1728.0,3757.77270094,2766.42423449,8199.28116158,5505.51331507,6925.2200118
1728.25,3757.77329232,2766.41554875,8199.35238902,5505.35522466,6925.55060762
1728.5,3757.77388289,2766.40687341,8199.42354336,5505.19727569,6925.88098106
1728.75,3757.77447266,2766.39820845,8199.49462469,5505.03946804,6926.21113223
1729.0,3757.77506162,2766.38955386,8199.56563313,5504.88180158,6926.54106126
1729.25,3757.77564979,2766.38090962,8199.63656878,5504.7242762,6926.87076824
1729.5,3757.77623716,2766.37227572,8199.70743175,5504.56689177,6927.20025329
1729.75,3757.77682373,2766.36365215,8199.77822213,5504.40964817,6927.52951652
1730.0,3757.77740951,2766.35503889,8199.84894006,5504.25254528,6927.85855804
1730.25,3757.77799448,2766.34643592,8199.91958564,5504.09558297,6928.18737797
1730.5,3757.77857867,2766.33784324,8199.99015897,5503.93876114,6928.51597641
1730.75,3757.77916205,2766.32926083,8200.06066019,5503.78207965,6928.84435347
1731.0,3757.77974465,2766.32068867,8200.13108941,5503.62553839,6929.17250927
1731.25,3757.78032645,2766.31212675,8200.20144675,5503.46913722,6929.50044393
1731.5,3757.78090746,2766.30357507,8200.27173232,5503.31287604,6929.82815754
1731.75,3757.78148769,2766.29503359,8200.34194627,5503.15675473,6930.15565022
1732.0,3757.78206712,2766.28650232,8200.4120887,5503.00077315,6930.48292208
1732.25,3757.78264576,2766.27798124,8200.48215975,5502.84493119,6930.80997323
1732.5,3757.78322362,2766.26947032,8200.55215955,5502.68922873,6931.13680379
1732.75,3757.78380069,2766.26096957,8200.62208822,5502.53366565,6931.46341386
1733.0,3757.78437698,2766.25247896,8200.69194592,5502.37824182,6931.78980356
1733.25,3757.78495248,2766.24399849,8200.76173276,5502.22295713,6932.11597299
1733.5,3757.7855272,2766.23552813,8200.83144888,5502.06781145,6932.44192227
1733.75,3757.78610113,2766.22706788,8200.90109444,5501.91280466,6932.76765151
1734.0,3757.78667429,2766.21861772,8200.97066956,5501.75793665,6933.09316081
1734.25,3757.78724666,2766.21017763,8201.0401744,5501.60320729,6933.41845029
1734.5,3757.78781826,2766.20174761,8201.1096091,5501.44861646,6933.74352007
1734.75,3757.78838907,2766.19332763,8201.1789738,5501.29416404,6934.06837024
1735.0,3757.78895911,2766.18491769,8201.24826866,5501.13984992,6934.39300092
1735.25,3757.78952837,2766.17651778,8201.31749384,5500.98567396,6934.71741223
1735.5,3757.79009686,2766.16812787,8201.38664948,5500.83163605,6935.04160427
1735.75,3757.79066457,2766.15974796,8201.45573574,5500.67773606,6935.36557715
1736.0,3757.79123151,2766.15137803,8201.52475279,5500.52397389,6935.68933098
1736.25,3757.79179768,2766.14301806,8201.59370078,5500.3703494,6936.01286587
1736.5,3757.79236307,2766.13466805,8201.66257989,5500.21686248,6936.33618194
1736.75,3757.7929277,2766.12632798,8201.73139027,5500.063513,6936.65927929
1737.0,3757.79349155,2766.11799784,8201.80013209,5499.91030085,6936.98215804
1737.25,3757.79405464,2766.1096776,8201.86880553,5499.75722591,6937.30481829
1737.5,3757.79461696,2766.10136727,8201.93741077,5499.60428805,6937.62726016
1737.75,3757.79517851,2766.09306682,8202.00594796,5499.45148716,6937.94948374
1738.0,3757.79573929,2766.08477625,8202.07441731,5499.29882311,6938.27148917
1738.25,3757.79629931,2766.07649553,8202.14281898,5499.14629578,6938.59327654
1738.5,3757.79685857,2766.06822466,8202.21115315,5498.99390506,6938.91484596
1738.75,3757.79741707,2766.05996362,8202.27942003,5498.84165082,6939.23619755
1739.0,3757.7979748,2766.0517124,8202.34761979,5498.68953295,6939.55733141
1739.25,3757.79853177,2766.04347098,8202.41575262,5498.53755132,6939.87824766
1739.5,3757.79908798,2766.03523935,8202.48381872,5498.38570581,6940.1989464
1739.75,3757.79964343,2766.0270175,8202.55181829,5498.23399631,6940.51942775
1740.0,3757.80019813,2766.01880542,8202.61975153,5498.08242269,6940.83969181
1740.25,3757.80075207,2766.01060308,8202.68761862,5497.93098483,6941.15973869
1740.5,3757.80130525,2766.00241048,8202.75541979,5497.77968262,6941.47956851
1740.75,3757.80185767,2765.9942276,8202.82315524,5497.62851593,6941.79918136
1741.0,3757.80240935,2765.98605443,8202.89082518,5497.47748465,6942.11857738
1741.25,3757.80296027,2765.97789096,8202.95842981,5497.32658865,6942.43775665
1741.5,3757.80351043,2765.96973717,8203.02596936,5497.17582782,6942.7567193
1741.75,3757.80405985,2765.96159305,8203.09344404,5497.02520203,6943.07546542
1742.0,3757.80460852,2765.95345858,8203.16085408,5496.87471116,6943.39399514
1742.25,3757.80515643,2765.94533376,8203.22819969,5496.7243551,6943.71230856
1742.5,3757.8057036,2765.93721857,8203.2954811,5496.57413373,6944.03040578
1742.75,3757.80625002,2765.92911299,8203.36269855,5496.42404692,6944.34828693
1743.0,3757.8067957,2765.92101701,8203.42985227,5496.27409456,6944.6659521
1743.25,3757.80734063,2765.91293062,8203.49694248,5496.12427652,6944.98340141
1743.5,3757.80788481,2765.90485381,8203.56396788,5495.9745927,6945.30063497
1743.75,3757.80842825,2765.89678655,8203.63092648,5495.82504296,6945.61765288
1744.0,3757.80897095,2765.88872885,8203.69781831,5495.67562719,6945.93445525
1744.25,3757.80951291,2765.88068068,8203.76464341,5495.52634527,6946.2510422
1744.5,3757.81005413,2765.87264203,8203.83140182,5495.37719708,6946.56741383
1744.75,3757.8105946,2765.86461289,8203.89809359,5495.22818249,6946.88357025
1745.0,3757.81113434,2765.85659324,8203.96471874,5495.0793014,6947.19951157
1745.25,3757.81167334,2765.84858308,8204.03127733,5494.93055369,6947.51523791
1745.5,3757.81221161,2765.84058238,8204.09776937,5494.78193922,6947.83074935
1745.75,3757.81274914,2765.83259114,8204.16419492,5494.63345789,6948.14604603
1746.0,3757.81328593,2765.82460933,8204.23055398,5494.48510957,6948.46112804
1746.25,3757.81382199,2765.81663696,8204.29684661,5494.33689415,6948.77599549
1746.5,3757.81435732,2765.808674,8204.36307282,5494.18881151,6949.09064849
1746.75,3757.81489192,2765.80072044,8204.42923264,5494.04086152,6949.40508716
1747.0,3757.81542578,2765.79277627,8204.49532609,5493.89304407,6949.7193116
1747.25,3757.81595892,2765.78484147,8204.56135319,5493.74535903,6950.03332191
1747.5,3757.81649132,2765.77691603,8204.62731397,5493.5978063,6950.34711821
1747.75,3757.817023,2765.76899994,8204.69320844,5493.45038575,6950.6607006
1748.0,3757.81755396,2765.76109319,8204.75903662,5493.30309726,6950.9740692
1748.25,3757.81808418,2765.75319576,8204.82479852,5493.15594072,6951.2872241
1748.5,3757.81861368,2765.74530763,8204.89049415,5493.008916,6951.60016543
1748.75,3757.81914246,2765.73742887,8204.95612352,5492.86202298,6951.91289328
1749.0,3757.81967051,2765.72955954,8205.02168665,5492.71526155,6952.22540777
1749.25,3757.82019784,2765.72169964,8205.08718353,5492.56863159,6952.537709
1749.5,3757.82072445,2765.71384915,8205.15261418,5492.42213298,6952.84979709
1749.75,3757.82125034,2765.70600807,8205.21797858,5492.27576561,6953.16167213
1750.0,3757.82177551,2765.69817638,8205.28327674,5492.12952934,6953.47333424
1750.25,3757.82229997,2765.69035407,8205.34850866,5491.98342407,6953.78478353
1750.5,3757.8228237,2765.68254113,8205.41367433,5491.83744967,6954.0960201
1750.75,3757.82334672,2765.67473755,8205.47877375,5491.69160603,6954.40704406
1751.0,3757.82386902,2765.66694332,8205.5438069,5491.54589302,6954.71785551
1751.25,3757.82439061,2765.65915843,8205.60877377,5491.40031054,6955.02845458
1751.5,3757.82491149,2765.65138287,8205.67367435,5491.25485846,6955.33884136
1751.75,3757.82543165,2765.64361662,8205.73850862,5491.10953666,6955.64901595
1752.0,3757.8259511,2765.63585967,8205.80327656,5490.96434502,6955.95897848
1752.25,3757.82646984,2765.62811202,8205.86797816,5490.81928344,6956.26872905
1752.5,3757.82698787,2765.62037366,8205.93261337,5490.67435178,6956.57826775
1752.75,3757.8275052,2765.61264456,8205.99718219,5490.52954992,6956.88759471
1753.0,3757.82802181,2765.60492473,8206.06168458,5490.38487777,6957.19671003
1753.25,3757.82853772,2765.59721415,8206.12612051,5490.24033518,6957.50561381
1753.5,3757.82905292,2765.5895128,8206.19048995,5490.09592205,6957.81430616
1753.75,3757.82956742,2765.58182069,8206.25479286,5489.95163826,6958.1227872
1754.0,3757.83008122,2765.5741378,8206.3190292,5489.80748368,6958.43105702
1754.25,3757.83059431,2765.56646411,8206.38319893,5489.66345821,6958.73911573
1754.5,3757.8311067,2765.55879962,8206.447302,5489.51956172,6959.04696345
1754.75,3757.83161839,2765.55114431,8206.51133838,5489.37579409,6959.35460027
1755.0,3757.83212937,2765.54349818,8206.57530801,5489.23215521,6959.6620263
1755.25,3757.83263966,2765.53586122,8206.63921084,5489.08864497,6959.96924166
1755.5,3757.83314926,2765.52823341,8206.70304681,5488.94526323,6960.27624645
1755.75,3757.83365815,2765.52061474,8206.76681587,5488.80200988,6960.58304077
1756.0,3757.83416635,2765.5130052,8206.83051796,5488.65888481,6960.88962473
1756.25,3757.83467385,2765.50540479,8206.89415302,5488.5158879,6961.19599844
1756.5,3757.83518066,2765.49781349,8206.95772097,5488.37301903,6961.50216201
1756.75,3757.83568678,2765.49023129,8207.02122176,5488.23027809,6961.80811553
1757.0,3757.8361922,2765.48265818,8207.08465531,5488.08766494,6962.11385912
1757.25,3757.83669694,2765.47509415,8207.14802155,5487.94517949,6962.41939289
1757.5,3757.83720098,2765.46753919,8207.21132041,5487.8028216,6962.72471693
1757.75,3757.83770433,2765.45999329,8207.27455179,5487.66059117,6963.02983137
1758.0,3757.838207,2765.45245644,8207.33771562,5487.51848807,6963.33473629
1758.25,3757.83870898,2765.44492863,8207.40081183,5487.37651218,6963.63943181
1758.5,3757.83921027,2765.43740984,8207.4638403,5487.2346634,6963.94391804
1758.75,3757.83971088,2765.42990008,8207.52680097,5487.09294165,6964.24819508
1759.0,3757.8402108,2765.42239931,8207.58969372,5486.95134729,6964.55226303
1759.25,3757.84071004,2765.41490755,8207.65251848,5486.80988034,6964.85612201
1759.5,3757.84120859,2765.40742477,8207.71527513,5486.66854069,6965.15977211
1759.75,3757.84170647,2765.39995097,8207.77796357,5486.52732824,6965.46321345
1760.0,3757.84220366,2765.39248613,8207.84058369,5486.38624288,6965.76644613
1760.25,3757.84270018,2765.38503025,8207.9031354,5486.24528452,6966.06947025
1760.5,3757.84319601,2765.37758332,8207.96561857,5486.10445306,6966.37228593
1760.75,3757.84369117,2765.37014531,8208.02803491,5485.96374839,6966.67489326
1761.0,3757.84418565,2765.36271624,8208.09038641,5485.82317041,6966.97729235
1761.25,3757.84467946,2765.35529608,8208.15267313,5485.68271903,6967.27948331
1761.5,3757.84517259,2765.34788482,8208.21489518,5485.54239414,6967.58146624
1761.75,3757.84566505,2765.34048246,8208.27705263,5485.40219565,6967.88324125
1762.0,3757.84615683,2765.33308898,8208.33914557,5485.26212344,6968.18480845
1762.25,3757.84664794,2765.32570437,8208.4011741,5485.12217743,6968.48616793
1762.5,3757.84713838,2765.31832863,8208.46313829,5484.98235751,6968.78731981
1762.75,3757.84762816,2765.31096174,8208.52503826,5484.84266358,6969.08826418
1763.0,3757.84811726,2765.3036037,8208.58687409,5484.70309555,6969.38900116
1763.25,3757.84860569,2765.29625449,8208.64864587,5484.56365331,6969.68953085
1763.5,3757.84909346,2765.2889141,8208.71035371,5484.42433676,6969.98985335
1763.75,3757.84958057,2765.28158252,8208.77199771,5484.28514581,6970.28996877
1764.0,3757.850067,2765.27425975,8208.83357797,5484.14608036,6970.58987722
1764.25,3757.85055278,2765.26694578,8208.89509459,5484.00714031,6970.88957879
1764.5,3757.85103789,2765.25964058,8208.95654768,5483.86832555,6971.18907359
1764.75,3757.85152233,2765.25234416,8209.01793734,5483.729636,6971.48836173
1765.0,3757.85200612,2765.24505651,8209.07926369,5483.59107155,6971.78744331
